"","id","first_name","second_name","web_name","team","element_type","photo","team_name","short_team_name","strength","strength_overall_home","strength_overall_away","strength_attack_home","strength_attack_away","strength_defence_home","strength_defence_away"
"173",128,"Mahmoud","Dahoud","Dahoud",5,3,"168090.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"174",129,"Lewis","Dunk","Dunk",5,2,"83299.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"175",130,"Julio","Enciso","Enciso",5,3,"474120.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"176",131,"Pervis","Estupiñán","Estupiñan",5,2,"204214.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"177",132,"Evan","Ferguson","Ferguson",5,4,"487117.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"178",133,"Billy","Gilmour","Gilmour",5,3,"243568.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"179",134,"Pascal","Groß","Gross",5,3,"60307.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"180",135,"João Pedro","Junqueira de Jesus","João Pedro",5,4,"475168.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"181",136,"Michał","Karbownik","Karbownik",5,2,"442229.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"182",137,"Kacper","Kozłowski","Kozłowski",5,3,"484658.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"183",138,"Adam","Lallana","Lallana",5,3,"39155.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"184",139,"Tariq","Lamptey","Lamptey",5,2,"232792.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"185",140,"Solly","March","March",5,3,"109345.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"186",141,"Tom","McGill","McGill",5,1,"209288.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"187",142,"James","Milner","Milner",5,3,"15157.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"188",143,"Kaoru","Mitoma","Mitoma",5,3,"451340.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"189",144,"Jakub","Moder","Moder",5,3,"243505.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"190",146,"Jeremy","Sarmiento Morante","Sarmiento",5,3,"441192.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"191",147,"Kjell","Scherpen","Scherpen",5,1,"240514.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"192",148,"Jason","Steele","Steele",5,1,"49262.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"193",149,"Deniz","Undav","Undav",5,4,"450434.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"194",150,"Jan Paul","van Hecke","Van Hecke",5,2,"469142.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"195",151,"Joël","Veltman","Veltman",5,2,"111478.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"196",152,"Bart","Verbruggen","Verbruggen",5,1,"489639.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"197",153,"Adam","Webster","Webster",5,2,"110735.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"198",154,"Danny","Welbeck","Welbeck",5,4,"50175.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"199",155,"Andi","Zeqiri","Zeqiri",5,4,"204676.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"200",606,"Igor Julio","dos Santos de Paulo","Igor",5,2,"223434.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"201",621,"Jack","Hinshelwood","Hinshelwood",5,3,"532529.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"202",690,"Carlos","Baleba","Baleba",5,3,"535301.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"203",700,"Anssumane","Fati Vieira","Ansu Fati",5,3,"465607.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"204",741,"Mark","O’Mahony","O’Mahony",5,4,"574402.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"205",742,"Benicio","Baker-Boaitey","Baker-Boaitey",5,3,"475480.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"206",746,"Ben","Jackson","Jackson",5,2,"514154.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"207",747,"Joshua","Duffus","Duffus",5,3,"532528.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"208",753,"Leigh","Kavanagh","Kavanagh",5,2,"513836.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"209",755,"Luca","Barrington","Barrington",5,3,"500052.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"210",786,"Cameron","Peupion","Peupion",5,3,"491598.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"211",816,"Valentín","Barco","Barco",5,2,"543158.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"212",843,"Samy","Chouchane","Chouchane",5,3,"513840.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"213",845,"Odeluga","Offiah","Offiah",5,2,"445548.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"214",861,"Noël","Atom","Atom",5,2,"549014.jpg","Brighton","BHA",3,1100,1210,1070,1180,1135,1240
"215",156,"Enock","Agyei","Agyei",6,3,"578614.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"216",157,"Ameen","Al-Dakhil","Al-Dakhil",6,2,"487968.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"217",158,"Samuel","Bastien","Bastien",6,3,"189776.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"218",159,"Manuel Benson","Hedilazio","Benson",6,3,"183751.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"219",160,"Jordan","Beyer","Beyer",6,2,"241231.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"220",161,"Josh","Brownhill","Brownhill",6,3,"172782.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"221",162,"Darko","Churlinov","Churlinov",6,3,"250735.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"222",163,"Jack","Cork","Cork",6,3,"40145.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"223",164,"Dara","Costelloe","Costelloe",6,3,"530873.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"224",165,"Josh","Cullen","Cullen",6,3,"172567.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"225",166,"CJ","Egan-Riley","Egan-Riley",6,2,"432711.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"226",167,"Hjalmar","Ekdal","Ekdal",6,2,"478969.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"227",168,"Lyle","Foster","Foster",6,4,"435973.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"228",169,"Denis","Franchi","Franchi",6,1,"493347.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"229",170,"Jóhann Berg","Gudmundsson","Gudmundsson",6,3,"60586.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"230",171,"Luke","McNally","McNally",6,2,"483391.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"231",172,"Arijanet","Muric","Muric",6,1,"232917.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"232",173,"Dara","O'Shea","O'Shea",6,2,"216616.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"233",174,"Michael","Obafemi","Obafemi",6,4,"220598.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"234",175,"Bailey","Peacock-Farrell","Peacock-Farrell",6,1,"220037.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"235",176,"Connor","Roberts","Roberts",6,2,"192290.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"236",177,"Jay","Rodriguez","Rodriguez",6,4,"44683.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"237",178,"Charlie","Taylor","Taylor",6,2,"103914.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"238",179,"Bobby","Thomas","Thomas",6,2,"461102.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"239",180,"Scott","Twine","Twine",6,3,"226473.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"240",181,"Lawrence","Vigouroux","Vigouroux",6,1,"133085.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"241",182,"Victor","da Silva","Vitinho",6,2,"441455.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"242",183,"Wout","Weghorst","Weghorst",6,4,"120202.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"243",184,"Anass","Zaroury","Zaroury",6,3,"511783.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"244",200,"David Datro","Fofana","D.D.Fofana",6,4,"520295.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"245",475,"Sander","Berge","Berge",6,3,"207189.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"246",594,"Zeki","Amdouni","Amdouni",6,4,"492831.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"247",596,"James","Trafford","Trafford",6,1,"432720.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"248",600,"Nathan","Redmond","Redmond",6,3,"83283.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"249",605,"Luca","Koleosho","Koleosho",6,3,"487702.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"250",608,"Jacob","Bruun Larsen","Bruun Larsen",6,3,"179458.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"251",622,"Owen","Dodgson","Dodgson",6,2,"461567.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"252",660,"Wilson","Odobert","Odobert",6,3,"550839.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"253",674,"Hannes","Delcroix","Delcroix",6,2,"247245.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"254",675,"Aaron","Ramsey","A.Ramsey",6,3,"447715.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"255",694,"Han-Noah","Massengo","Massengo",6,3,"437757.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"256",706,"Mike","Trésor","M.Trésor",6,3,"437748.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"257",805,"Lorenz","Assignon","Assignon",6,2,"503724.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"258",806,"Maxime","Esteve","Estève",6,2,"477717.jpg","Burnley","BUR",2,1045,1050,1050,1050,1040,1050
"259",126,"Moisés","Caicedo Corozo","Caicedo",7,3,"486672.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"260",145,"Robert","Sánchez","Sanchez",7,1,"215059.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"261",185,"Ethan","Ampadu","Ampadu",7,2,"199598.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"262",186,"Andrey","Nascimento dos Santos","Andrey",7,3,"532605.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"263",187,"Kepa","Arrizabalaga","Arrizabalaga",7,1,"109745.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"264",188,"Pierre-Emerick","Aubameyang","Aubameyang",7,4,"54694.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"265",189,"César","Azpilicueta","Azpilicueta",7,2,"41328.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"266",190,"Abdul Rahman","Baba","Baba",7,2,"118335.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"267",191,"Benoît","Badiashile","B.Badiashile",7,2,"242880.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"268",192,"Marcus","Bettinelli","Bettinelli",7,1,"122074.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"269",194,"Trevoh","Chalobah","Chalobah",7,2,"180736.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"270",195,"Ben","Chilwell","Chilwell",7,2,"172850.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"271",196,"Carney","Chukwuemeka","Chukwuemeka",7,3,"478912.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"272",197,"Levi","Colwill","Colwill",7,2,"460028.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"273",198,"Marc","Cucurella Saseta","Cucurella",7,2,"179268.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"274",199,"Enzo","Fernández","Enzo",7,3,"448047.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"275",201,"Wesley","Fofana","W.Fofana",7,2,"444463.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"276",202,"Conor","Gallagher","Gallagher",7,3,"232787.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"277",203,"Malo","Gusto","Gusto",7,2,"482609.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"278",206,"Reece","James","James",7,2,"225796.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"279",207,"Romelu","Lukaku Bolingoli","Lukaku",7,4,"66749.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"280",208,"Noni","Madueke","Madueke",7,3,"248857.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"281",210,"Mykhailo","Mudryk","Mudryk",7,3,"465920.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"282",211,"Nicolas","Jackson","N.Jackson",7,4,"517052.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"283",212,"Christopher","Nkunku","Nkunku",7,4,"213198.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"284",213,"Christian","Pulisic","Pulisic",7,3,"176413.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"285",214,"Malang","Sarr","M.Sarr",7,2,"204727.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"286",215,"Gabriel","Słonina","Slonina",7,1,"471798.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"287",216,"Raheem","Sterling","Sterling",7,3,"103955.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"288",217,"Thiago","Emiliano da Silva","T.Silva",7,2,"51090.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"289",218,"Hakim","Ziyech","Ziyech",7,3,"124183.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"290",362,"Cole","Palmer","Palmer",7,3,"244851.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"291",589,"Ângelo Gabriel","Borges Damaceno","Ângelo",7,3,"518620.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"292",609,"Ian","Maatsen","Maatsen",7,3,"441302.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"293",611,"Axel","Disasi","Disasi",7,2,"220362.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"294",613,"Lesley","Ugochukwu","Ugochukwu",7,3,"503714.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"295",623,"Mason","Burstow","Burstow",7,4,"534392.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"296",659,"Lucas","Bergström","Bergström",7,1,"482158.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"297",667,"Roméo","Lavia","Lavia",7,3,"514356.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"298",671,"Bashir","Humphreys","Humphreys",7,2,"461188.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"299",677,"Deivid Washington","de Souza Eugênio","Deivid",7,4,"617054.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"300",680,"Eddie","Beach","Beach",7,1,"474803.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"301",681,"Diego Manuel Jadon","da Silva Moreira","Diego Moreira",7,3,"491011.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"302",687,"Đorđe","Petrović","Petrović",7,1,"457569.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"303",716,"Alfie","Gilchrist","Gilchrist",7,2,"514280.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"304",717,"Ronnie","Stutter","Stutter",7,4,"517996.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"305",718,"Alex","Matos","Matos",7,3,"519198.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"306",723,"Josh","Brooking","Brooking",7,2,"248854.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"307",758,"Leo","Castledine","Castledine",7,3,"517995.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"308",791,"Cesare","Casadei","Casadei",7,3,"505187.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"309",819,"Ishé","Samuels-Smith","Samuels-Smith",7,2,"536238.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"310",820,"Ollie","Harrison","Harrison",7,3,"597983.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"311",830,"Jimi","Tauriainen","Tauriainen",7,3,"514277.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"312",838,"Josh","Acheampong","Acheampong",7,2,"577016.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"313",847,"Teddy","Sharman-Lowe","Sharman-Lowe",7,1,"499857.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"314",851,"Tyrique","George","George",7,4,"550615.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"315",852,"Kiano","Dyer","Dyer",7,3,"559963.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"316",858,"Ted","Curd","Curd",7,1,"518892.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"317",859,"Zak","Sturge","Sturge",7,2,"496222.jpg","Chelsea","CHE",3,1125,1190,1080,1150,1170,1230
"318",7,"Rob","Holding","Holding",8,2,"156074.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"319",219,"Naouirou","Ahamada","Ahamada",8,3,"466117.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"320",220,"Joachim","Andersen","Andersen",8,2,"174874.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"321",221,"Jordan","Ayew","J.Ayew",8,3,"80146.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"322",222,"Nathaniel","Clyne","Clyne",8,2,"57328.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"323",223,"Cheick","Doucouré","C.Doucouré",8,3,"438464.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"324",224,"Malcolm","Ebiowei","Ebiowei",8,3,"450535.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"325",225,"Odsonne","Edouard","Edouard",8,4,"199670.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"326",226,"Eberechi","Eze","Eze",8,3,"232413.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"327",227,"Vicente","Guaita","Guaita",8,1,"40836.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"328",228,"Marc","Guéhi","Guéhi",8,2,"209036.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"329",229,"Will","Hughes","Hughes",8,3,"108413.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"330",230,"Sam","Johnstone","Johnstone",8,1,"101982.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"331",231,"Jefferson","Lerma Solís","Lerma",8,3,"152551.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"332",232,"Jean-Philippe","Mateta","Mateta",8,4,"231747.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"333",233,"Remi","Matthews","Matthews",8,1,"169593.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"334",234,"Tyrick","Mitchell","Mitchell",8,2,"244723.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"335",235,"Jake","O'Brien","O'Brien",8,2,"512462.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"336",236,"Michael","Olise","Olise",8,3,"443661.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"337",237,"Luke","Plange","Plange",8,4,"450541.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"338",238,"Chris","Richards","C.Richards",8,2,"427623.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"339",239,"Jairo","Riedewald","Riedewald",8,3,"173954.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"340",240,"Jeffrey","Schlupp","Schlupp",8,3,"86417.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"341",241,"James","Tomkins","Tomkins",8,2,"49413.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"342",242,"Joel","Ward","Ward",8,2,"55494.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"343",243,"Joe","Whitworth","Whitworth",8,1,"487818.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"344",385,"Dean","Henderson","Henderson",8,1,"172649.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
"345",615,"Matheus","França de Oliveira","Matheus França",8,3,"536694.jpg","Crystal Palace","CRY",3,1070,1100,1080,1120,1060,1085
